FID,Join_Count,TARGET_FID,objectid,statecode,statename,state_ut,distcode,distname,distarea,totalpopul,totalhh,totpopmale,totpopfema,st_areasha,st_lengths,pointid,grid_code
202,2982,202,199,20,Jharkhand,STATE,350,Deoghar,2477,1492073,264347,775022,717051,2817738771,317981.6137,1664348,65.70269775
203,6425,203,200,20,Jharkhand,STATE,366,Gumla,5360,1025213,188988,514390,510823,6007087087,517187.6572,1977209,43.82580185
204,1628,204,201,20,Jharkhand,STATE,361,Ramgarh,1341,949443,179375,494230,455213,1526017534,334675.1489,1855671,66.14409637
205,5265,205,202,20,Jharkhand,STATE,346,Garhwa,4093,1322784,254697,683575,639209,4961116725,418447.4737,1687220,55.2881012
206,6482,206,203,20,Jharkhand,STATE,364,Ranchi,5097,2914253,569444,1494937,1419316,6077876585,643886.1847,1942465,57.53519821
207,2324,207,204,20,Jharkhand,STATE,353,Pakur,1811,900422,182317,452661,447761,2203395317,320714.2729,1606391,48.52780151
208,2626,208,227,10,Bihar,STATE,217,Gopalganj,2033,2562012,413044,1267666,1294346,2519790576,368321.2667,1013726,63.62889862
209,2662,209,228,10,Bihar,STATE,220,Vaishali,2036,3495021,626087,1844535,1650486,2536741688,276556.0913,1224013,69.41249847
210,2543,210,229,10,Bihar,STATE,218,Siwan,2219,3330464,535661,1675090,1655374,2432999506,325858.9664,1107804,67.54940033
211,603,211,230,10,Bihar,STATE,205,Sheohar,349,656246,150144,346673,309573,577469555.5,201933.0672,1011084,50.63330078
212,2029,212,231,10,Bihar,STATE,232,Buxar,1703,1706352,261660,887977,818375,1932664193,268555.0425,1324431,69.92040253
213,4578,213,232,10,Bihar,STATE,207,Madhubani,3501,4487379,898515,2329313,2158066,4379596051,551767.2147,1002784,36.98260117
214,3148,214,233,10,Bihar,STATE,208,Supaul,2425,2229076,443073,1155283,1073793,3025457917,431058.9296,1030848,32.63399887
215,3388,215,234,10,Bihar,STATE,231,Bhojpur,2395,2728407,416090,1430380,1298027,3220338284,353508.2913,1307734,69.88529968
216,3207,216,235,10,Bihar,STATE,215,Darbhanga,2279,3937385,803012,2059949,1877436,3079170746,509691.8726,1078682,50.70199966
217,3492,217,236,10,Bihar,STATE,221,Samastipur,2904,4261566,835493,2230003,2031563,3344630796,494345.5518,1201171,58.2030983
218,4258,218,237,10,Bihar,STATE,233,Kaimur (Bhabua),3332,1626384,250884,847006,779378,4039324224,401956.543,1431841,68.61820221
219,4993,219,238,10,Bihar,STATE,234,Rohtas,3881,2959918,460345,1543546,1416372,4748807526,462550.0705,1440157,67.83390045
220,1933,220,239,10,Bihar,STATE,223,Khagaria,1486,1666886,328823,883786,783100,1849855669,318953.1524,1324705,51.78549957
221,2362,221,205,20,Jharkhand,STATE,356,Lohardaga,1502,461790,88638,232629,229161,2212632627,228657.4423,1950471,52.4803009
222,2727,222,206,20,Jharkhand,STATE,352,Sahibganj,2063,1150567,227023,589391,561176,2595569149,299519.5007,1454358,42.56700134
223,2973,223,207,20,Jharkhand,STATE,351,Godda,2266,1313551,253648,677927,635624,2810099168,310266.4713,1487294,44.95069885
224,5688,224,208,20,Jharkhand,STATE,358,Palamu,4393,1939869,358754,1006302,933567,5361920085,482050.1295,1659374,56.10609818
225,786,225,209,10,Bihar,STATE,240,Arwal,638,700843,118222,363497,337346,749779643.8,218749.987,1454019,72.02500153
226,3334,226,210,10,Bihar,STATE,224,Bhagalpur,2569,3037766,564711,1615663,1422103,3173898453,432711.5819,1393565,47.00880051
227,4096,227,211,10,Bihar,STATE,211,Purnia,3229,3264619,647777,1699370,1565249,3921099012,486872.8388,1184206,33.12170029
228,2698,228,212,10,Bihar,STATE,213,Madhepura,1788,2001762,401289,1047559,954203,2569641885,382585.1434,1195563,40.0245018
229,1862,229,240,10,Bihar,STATE,226,Munger,1419,1367765,263171,729041,638724,1773585435,286091.4562,1404546,55.34790039
230,2753,230,241,10,Bihar,STATE,206,Sitamarhi,2294,3423574,736322,1803252,1620322,2656417534,422791.2992,935507,40.04639816
231,5479,231,242,10,Bihar,STATE,204,Purba Champaran,3968,5099371,981516,2681209,2418162,5277423662,543805.9346,894599,48.55089951
232,1504,232,243,10,Bihar,STATE,227,Lakhisarai,1228,1000912,163355,526345,474567,1428193905,246240.8346,1459674,63.83750153
233,3905,233,244,10,Bihar,STATE,238,Jamui,3098,1760405,307082,916064,844341,3695157362,428772.3095,1518365,62.53150177
234,2688,234,245,10,Bihar,STATE,222,Begusarai,1918,2970541,589667,1567660,1402881,2553833885,398750.0531,1305113,56.45909882
235,2728,235,246,10,Bihar,STATE,229,Nalanda,2355,2877653,477529,1497060,1380593,2603187588,396707.3045,1420994,64.72869873
236,3931,236,247,10,Bihar,STATE,212,Katihar,3057,3071029,619076,1600430,1470599,3750879477,486313.8405,1274702,35.99580002
237,179,237,248,07,NCT of Delhi,UNION TERRITORY,096,West,130,2543243,533221,1356240,1187003,174752969.8,80801.83778,497523,102.8919983
238,2033,238,249,06,Haryana,STATE,087,Mewat,1507,1089263,160280,571162,518101,1982306415,380154.5333,559938,77.36820221
239,2530,239,250,06,Haryana,STATE,083,Jhajjar,1834,958405,185334,514667,443738,2482902731,414504.498,472585,94.71019745
240,6166,240,251,06,Haryana,STATE,081,Bhiwani,4778,1634445,311380,866672,767773,6046917491,496262.7463,443710,63.85760117
241,3080,241,252,06,Haryana,STATE,073,Kaithal,2317,1074304,204274,571003,503301,3045913915,418131.6857,323189,51.5760994
242,3823,242,608,09,Uttar Pradesh,STATE,184,Siddharthnagar,2895,2559297,379351,1295095,1264202,3706448189,365012.1675,755140,56.97219849
243,2291,243,609,09,Uttar Pradesh,STATE,186,Sant Kabir Nagar,1646,1715183,256645,869656,845527,2197811202,380103.2112,868112,72.47530365
244,2718,244,213,20,Jharkhand,STATE,354,Dhanbad,2040,2684487,507064,1405956,1278531,2556734430,245449.2718,1831182,76.09790039
245,4827,245,214,20,Jharkhand,STATE,362,Dumka,3761,1321442,275019,668514,652928,4555697364,414572.0369,1657408,59.32009888
246,2555,246,215,10,Bihar,STATE,210,Kishanganj,1884,1690400,338445,866970,823430,2447787411,423842.5389,1039280,28.40530014
247,6419,247,216,10,Bihar,STATE,236,Gaya,4976,4391418,688425,2266566,2124852,6082229045,646543.5004,1530306,70.97239685
248,3970,248,217,10,Bihar,STATE,225,Banka,3020,2034763,381601,1067140,967623,3765891190,378935.8427,1520832,55.79679871
249,4464,249,218,10,Bihar,STATE,235,Aurangabad,3305,2540073,391898,1318684,1221389,4239872347,404564.1036,1515696,70.06569672
250,3209,250,219,10,Bihar,STATE,237,Nawada,2494,2219146,338247,1144668,1074478,3040421422,404207.2165,1515841,67.33119965
251,3612,251,220,10,Bihar,STATE,209,Araria,2830,2811569,568142,1463333,1348236,3460261636,395384.9766,1050502,33.02890015
252,6810,252,221,10,Bihar,STATE,203,Pashchim Champaran,5228,3935042,710461,2061110,1873932,6592030618,543723.4708,750585,35.66460037
253,4070,253,222,10,Bihar,STATE,216,Muzaffarpur,3172,4801062,945703,2527497,2273565,3905413015,449474.3111,1096166,54.58390045
254,3320,254,223,10,Bihar,STATE,219,Saran,2641,3951862,631097,2022821,1929041,3182012373,396537.965,1154960,65.001297
255,49,255,253,07,NCT of Delhi,UNION TERRITORY,094,New Delhi,35,142004,33208,77942,64062,47750463.05,36315.0994,506815,113.8529968
256,2811,256,254,06,Haryana,STATE,076,Sonipat,2122,1450001,277726,781299,668702,2761370687,335060.2389,417142,60.16939926
257,3338,257,255,06,Haryana,STATE,074,Karnal,2520,1505324,292084,797712,707612,3308770467,384783.0199,344462,65.92060089
258,2242,258,256,06,Haryana,STATE,072,Kurukshetra,1530,964655,188143,510976,453679,2229940834,324499.5186,318205,58.6867981
259,3702,259,257,06,Haryana,STATE,077,Jind,2702,1334152,249736,713006,621146,3657341481,459013.1131,359947,54.6772995
260,1683,260,258,06,Haryana,STATE,075,Panipat,1268,1205437,235640,646857,558580,1664121132,232453.4292,393304,67.59919739
261,2571,261,259,06,Haryana,STATE,084,Mahendragarh,1899,922088,171712,486665,435423,2505652678,455195.4115,535997,68.11100006
262,3245,262,260,06,Haryana,STATE,078,Fatehabad,2538,942011,180637,495360,446651,3207955599,367377.9086,362480,51.48860168
263,1752,263,300,03,Punjab,STATE,039,Shahid Bhagat Singh Nagar,1282,612310,129500,313291,299019,1747795957,282842.0854,231448,60.59230042
264,5877,264,301,29,Karnataka,STATE,573,Mandya,4962,1805769,428625,905085,900684,5181052013,530376.2882,3778083,24.22439957
265,7666,265,302,29,Karnataka,STATE,577,Mysore,6307,3001127,700968,1511600,1489527,6771181971,658172.3218,3810001,20.47459984
266,5057,266,303,29,Karnataka,STATE,582,Chikkaballapura,4244,1255104,284698,636437,618667,4475213549,458338.028,3703528,28.12339973
267,6434,267,304,29,Karnataka,STATE,580,Yadgir,5270,1174271,202063,590329,583942,5781277970,552200.8962,3404860,33.94260025
268,8307,268,305,29,Karnataka,STATE,570,Chikmagalur,7202,1137961,276085,566622,571339,7351288282,537730.6031,3708021,19.30649948
269,10175,269,306,29,Karnataka,STATE,566,Chitradurga,8436,1659456,357003,840843,818613,9040341528,656119.1587,3613020,28.75699997
270,5822,270,307,29,Karnataka,STATE,564,Haveri,4823,1597668,330414,819128,778540,5172715618,462881.5206,3601828,25.04240036
271,6257,271,308,29,Karnataka,STATE,575,Dakshina Kannada,4861,2089649,439733,1034714,1054935,5529237643,459326.9538,3766795,18.05330086
272,10281,272,309,29,Karnataka,STATE,559,Raichur,8442,1928812,363853,964511,964301,9203021447,549298.6856,3455740,33.44010162
273,4923,273,310,29,Karnataka,STATE,581,Kolar,3979,1536401,333348,776396,760005,4352126130,461069.336,3732495,29.2935009
274,12703,274,311,29,Karnataka,STATE,557,Bijapur,10498,2177331,408806,1111022,1066309,11417301884,691300.6013,3334278,33.83179855
275,12529,275,312,29,Karnataka,STATE,563,Uttara Kannada,10277,1437169,324530,726256,710913,11155171353,784388.3303,3568624,23.86009979
276,7172,276,313,29,Karnataka,STATE,567,Davanagere,5924,1945497,410176,986400,959097,6378343031,584974.6385,3622357,23.6352005
277,5118,277,314,29,Karnataka,STATE,562,Dharwad,4260,1847023,382700,937206,909817,4572869146,444261.8021,3552321,27.3852005
278,6689,278,315,29,Karnataka,STATE,558,Bidar,5448,1703300,319937,870665,832635,6042081524,532434.1651,3184696,33.5943985
279,6878,279,316,29,Karnataka,STATE,578,Chamarajanagar,5648,1020791,244874,512231,508560,6041734038,571578.2897,3836788,24.43090057
280,13434,280,317,29,Karnataka,STATE,579,Gulbarga,10954,2566326,471601,1301755,1264571,12094717956,889699.3465,3292045,35.17079926
281,5622,281,318,29,Karnataka,STATE,561,Gadag,4657,1064570,219096,537147,527423,5019774103,560189.841,3533822,27.57679939
282,4306,282,319,29,Karnataka,STATE,569,Udupi,3582,1177361,253078,562131,615230,3810518819,328501.5757,3701093,21.05130005
283,8112,283,320,29,Karnataka,STATE,556,Bagalkot,6552,1889752,361149,950111,939641,7274193188,635989.0414,3428500,31.04019928
284,8150,284,321,29,Karnataka,STATE,574,Hassan,6814,1776421,433453,883667,892754,7187223696,642662.8804,3736229,21.23959923
285,10177,285,322,29,Karnataka,STATE,568,Shimoga,8478,1752753,406816,877415,875338,9025824466,699872.1007,3645842,21.79190063
286,10126,286,323,29,Karnataka,STATE,565,Bellary,8461,2452595,489118,1236954,1215641,9029721446,800254.8953,3539230,31.04800034
287,4946,287,324,29,Karnataka,STATE,576,Kodagu,4102,554519,142716,274608,279911,4353747290,446244.6134,3795746,18.51569939
288,88,288,261,07,NCT of Delhi,UNION TERRITORY,093,East,63,1709346,358937,907500,801846,85998010.07,42495.13579,501446,157.2910004
289,342,289,262,07,NCT of Delhi,UNION TERRITORY,098,South,247,2731929,574133,1467428,1264501,333805250,102356.1579,512343,118.012001
290,594,290,263,07,NCT of Delhi,UNION TERRITORY,090,North West,443,3656539,736253,1960922,1695617,585208083.9,137311.6645,470205,100.6869965
291,537,291,264,07,NCT of Delhi,UNION TERRITORY,097,South West,421,2292958,494439,1246046,1046912,525228147.8,156452.724,502730,95.26319885
292,982,292,265,06,Haryana,STATE,088,Faridabad,741,1809733,358919,966110,843623,960415441.9,168589.093,529051,89.52179718
293,5710,293,266,06,Haryana,STATE,079,Sirsa,4277,1295189,246571,682582,612607,5652992890,483698.9286,344185,52.62580109
294,5572,294,267,06,Haryana,STATE,080,Hisar,3983,1743931,335608,931562,812369,5496381601,505536.5881,386365,48.4552002
295,2812,295,325,29,Karnataka,STATE,583,Bangalore Rural,2298,990923,229279,509172,481751,2487960863,416689.3766,3740396,33.16450119
296,12775,296,326,29,Karnataka,STATE,571,Tumkur,10597,2678980,640081,1350594,1328386,11300585036,1037981.203,3672012,24.04980087
297,16291,297,327,29,Karnataka,STATE,555,Belgaum,13433,4779661,983854,2423063,2356598,14593601409,1063019.302,3403564,31.80500031
298,6855,298,328,29,Karnataka,STATE,560,Koppal,5570,1389920,264595,699926,689994,6120066053,573048.3527,3520235,29.34129906
299,2459,299,329,29,Karnataka,STATE,572,Bangalore,2196,9621551,2393845,5022661,4598890,2168346822,310265.3126,3762892,35.0033989
300,4199,300,330,29,Karnataka,STATE,584,Ramanagara,3516,1082636,260533,548008,534628,3705642753,445223.887,3766343,30.58810043
301,6421,301,331,27,Maharashtra,STATE,502,Washim,4898,1197160,259464,620302,576858,5890913064,605553.0588,2760227,44.86569977
302,21104,302,332,27,Maharashtra,STATE,522,Ahmadnagar,17048,4543159,930024,2342825,2200334,19222376147,1343959.726,2913833,36.68730164
303,8908,303,333,27,Maharashtra,STATE,524,Latur,7157,2454196,481572,1273140,1181056,8076961576,527538.9434,3122326,36.96149826
304,18240,304,334,27,Maharashtra,STATE,526,Solapur,14895,4317756,873167,2227852,2089904,16489029114,1228856.002,3169396,38.17779922
305,19357,305,335,27,Maharashtra,STATE,516,Nashik,15530,6107187,1222887,3157186,2950001,17759728923,883890.031,2736617,33.07550049
306,9302,306,336,27,Maharashtra,STATE,525,Osmanabad,7569,1657576,351281,861535,796041,8430630372,774690.5929,3145945,37.80810165
307,6251,307,337,27,Maharashtra,STATE,529,Sindhudurg,5207,849651,209839,417332,432319,5627202396,628351.3437,3441323,36.5617981
308,9337,308,338,27,Maharashtra,STATE,530,Kolhapur,7685,3876001,840240,1980658,1895343,8390057687,912576.4436,3373952,41.56159973
309,14060,309,339,27,Maharashtra,STATE,509,Chandrapur,11443,2204307,536686,1123834,1080473,12886718380,686450.5699,2765720,50.77059937
310,6742,310,340,27,Maharashtra,STATE,501,Akola,5676,1813906,395690,932334,881572,6213089982,600963.4239,2649646,48.9151001
311,7893,311,341,27,Maharashtra,STATE,513,Parbhani,6214,1836086,361130,942870,893216,7206512741,593285.5189,2946632,41.6753006
312,16821,312,342,27,Maharashtra,STATE,510,Yavatmal,13582,2772348,646886,1419965,1352383,15413204766,959662.1216,2772430,44.27909851
313,13101,313,343,27,Maharashtra,STATE,511,Nanded,10528,3361292,665434,1730075,1631217,11930417324,1075316.077,2925761,40.05609894
314,8984,314,344,27,Maharashtra,STATE,498,Dhule,7195,2050862,408874,1054031,996831,8287834520,633840.5859,2555607,38.14360046
315,12985,315,345,27,Maharashtra,STATE,527,Satara,10480,3003741,653735,1510842,1492899,11734771269,657094.8475,3228487,74.43170166
316,10372,316,346,27,Maharashtra,STATE,531,Sangli,8572,2822143,598386,1435728,1386415,9328893606,885501.8063,3312645,36.89920044
317,5792,317,347,27,Maharashtra,STATE,512,Hingoli,4827,1177345,228868,606294,571051,5297848503,495637.0361,2909204,41.41699982
318,19284,318,348,27,Maharashtra,STATE,521,Pune,15643,9429408,2151503,4924105,4505303,17511133608,1002880.833,3025690,44.01350021
319,30,319,268,07,NCT of Delhi,UNION TERRITORY,095,Central,21,582320,119639,307821,274499,31498639.14,37180.18587,502763,118.6179962
320,2024,320,269,06,Haryana,STATE,085,Rewari,1594,900332,178043,474335,425997,1976786271,343342.9434,534606,72.28420258
321,2331,321,270,06,Haryana,STATE,082,Rohtak,1745,1061204,206988,568479,492725,2290916919,300631.4267,440565,67.24780273
322,1965,322,271,06,Haryana,STATE,070,Ambala,1574,1128350,224334,598703,529647,1964065185,399840.2738,288217,55.26169968
323,153,323,272,04,Chandigarh,UNION TERRITORY,055,Chandigarh,114,1055450,241173,580663,474787,154899172.8,81606.54378,267855,65.0911026
324,6467,324,349,27,Maharashtra,STATE,507,Gondiya,5234,1322507,292369,661554,660953,5951535717,494154.037,2556247,40.51440048
325,15297,325,350,27,Maharashtra,STATE,503,Amravati,12210,2888445,647451,1480768,1407677,14116536119,947934.1059,2519790,46.26549911
326,7406,326,351,27,Maharashtra,STATE,497,Nandurbar,5955,1648295,323521,833170,815125,6853772903,722151.4099,2447507,33.78150177
327,10225,327,352,27,Maharashtra,STATE,528,Ratnagiri,8208,1615069,397115,761121,853948,9211585152,754768.9528,3246513,44.5848999
328,7886,328,353,27,Maharashtra,STATE,504,Wardha,6309,1300774,309846,668385,632389,7254784152,500395.9086,2624019,43.21989822
329,12726,329,354,27,Maharashtra,STATE,515,Aurangabad,10107,3701282,751915,1924469,1776813,11665681422,759012.2654,2777219,40.32630157
330,12166,330,355,27,Maharashtra,STATE,500,Buldana,9661,2586258,561504,1337560,1248698,11169655841,760126.6586,2639741,47.47389984
331,17928,331,356,27,Maharashtra,STATE,508,Gadchiroli,14412,1072942,250435,541328,531614,16397526751,955641.6785,2744602,45.00619888
332,14644,332,357,27,Maharashtra,STATE,499,Jalgaon,11765,4229917,903643,2197365,2032552,13474312694,768328.5814,2609656,39.75939941
333,8545,333,358,27,Maharashtra,STATE,520,Raigarh,7152,2634200,611790,1344345,1289855,7788799903,730771.8066,3070860,55.39770126
334,5237,334,359,27,Maharashtra,STATE,506,Bhandara,4087,1200334,278076,605520,594814,4826292385,461563.5221,2564864,42.51279831
335,13046,335,360,27,Maharashtra,STATE,523,Bid,10693,2585049,535835,1349106,1235943,11874266262,898343.5047,3016994,39.04299927
336,9593,336,361,27,Maharashtra,STATE,514,Jalna,7718,1959046,391701,1011473,947573,8766921814,721126.246,2782343,44.47579956
337,5151,337,362,27,Maharashtra,STATE,517,Thane,9558,11060148,2529165,5865078,5195070,4690678294,429320.4353,2968239,42.22679901
338,6611,338,363,27,Maharashtra,STATE,#N/A,Palghar,0,0,0,0,0,6062383294,483906.0425,2867398,30.46990013
339,1991,339,612,09,Uttar Pradesh,STATE,197,Varanasi,1535,3676841,560162,1921857,1754984,1901560436,296880.1199,1373854,99.07330322
340,86,340,273,07,NCT of Delhi,UNION TERRITORY,092,North East,62,2241624,406125,1188425,1053199,85367263.01,62364.82596,484902,121.5370026
341,4512,341,274,03,Punjab,STATE,048,Patiala,3325,1895686,372293,1002522,893164,4495758156,653694.7307,282252,58.77930069
342,3288,342,275,03,Punjab,STATE,050,Tarn Taran,2414,1119627,203421,589369,530258,3334102959,352815.3639,213560,75.45159912
343,2259,343,276,03,Punjab,STATE,036,Kapurthala,1633,815168,167989,426311,388857,2281437249,475619.174,208562,62.07089996
344,1550,344,277,03,Punjab,STATE,040,Fatehgarh Sahib,1180,600163,118100,320795,279368,1552113422,269370.2733,260892,65.5644989
345,4837,345,278,03,Punjab,STATE,053,Sangrur,3625,1655169,318870,878029,777140,4818089822,563162.8622,276348,62.04809952
346,66,346,364,34,Pondicherry,UNION TERRITORY,634,Yanam,30,55626,13812,27301,28325,64171136.75,68849.67602,3431496,27.34740067
347,5191,347,365,14,Manipur,STATE,273,Tamenglong,4391,140651,25039,72371,68280,4929137147,433022.3024,1413598,31.75090027
348,5062,348,619,09,Uttar Pradesh,STATE,176,Bara Banki,4402,3260699,579058,1707073,1553626,4871166835,522034.7298,795120,87.27200317
349,3946,349,620,09,Uttar Pradesh,STATE,169,Mahoba,3144,875958,158435,466358,409600,3761732543,467935.8664,1357062,53.79510117
350,3819,350,621,09,Uttar Pradesh,STATE,187,Mahrajganj,2952,2684703,426565,1381754,1302949,3693932105,395247.8615,759753,48.60089874
351,5720,351,622,09,Uttar Pradesh,STATE,199,Mirzapur,4405,2496970,394925,1312302,1184668,5431488237,587261.5867,1473018,83.74069977
352,3777,352,623,09,Uttar Pradesh,STATE,189,Kushinagar,2905,3564544,561062,1818055,1746489,3638636711,476575.7455,815029,47.61019897
353,71,353,279,07,NCT of Delhi,UNION TERRITORY,091,North,61,887978,180044,475002,412976,66743907.88,59962.85424,483651,120.0039978
354,1644,354,280,06,Haryana,STATE,086,Gurgaon,1258,1514432,326428,816690,697742,1607540014,270304.9038,523425,87.55879974
355,2325,355,281,06,Haryana,STATE,071,Yamunanagar,1768,1214205,235423,646718,567487,2314342017,320163.4044,295151,57.05960083
356,1779,356,282,06,Haryana,STATE,089,Palwal,1359,1042708,171157,554497,488211,1733616521,268962.0472,571120,90.91819763
357,1233,357,283,06,Haryana,STATE,069,Panchkula,898,561293,117107,299679,261614,1240476960,262953.7473,256949,79.2417984
358,3684,358,374,15,Mizoram,STATE,281,Mamit,3025,86364,17731,44828,41536,3469032324,413631.3338,1769627,22.11779976
359,4217,359,375,14,Manipur,STATE,280,Chandel,3313,144182,28801,74579,69603,4015287413,401290.1123,1657764,21.76720047
360,3324,360,624,09,Uttar Pradesh,STATE,190,Deoria,2540,3100946,468346,1537436,1563510,3200359005,403240.5843,974628,66.2358017
361,5994,361,625,09,Uttar Pradesh,STATE,156,Unnao,4558,3108367,588533,1630087,1478280,5772362933,529629.4151,889289,87.59600067
362,5409,362,626,09,Uttar Pradesh,STATE,172,Fatehpur,4152,2632733,472238,1384722,1248011,5178693922,465629.0662,1154443,86.36499786
363,2038,363,627,09,Uttar Pradesh,STATE,192,Mau,1713,2205968,324424,1114709,1091259,1954324226,298933.9643,1137243,80.52729797
364,5132,364,628,09,Uttar Pradesh,STATE,158,Rae Bareli,4609,3405559,619707,1752542,1653017,4927232870,512568.4277,1021780,88.00340271
365,3408,365,629,09,Uttar Pradesh,STATE,#N/A,Amethi,0,0,0,0,0,3276022952,450068.8534,1002282,82.75209808
366,1277,366,630,09,Uttar Pradesh,STATE,140,Ghaziabad,1179,4681645,850676,2488834,2192811,1253259970,229135.6528,464306,101.2369995
367,3658,367,631,09,Uttar Pradesh,STATE,133,Muzaffarnagar,4008,4143512,676642,2193434,1950078,3621023672,357804.0494,373795,70.4382019
368,1578,368,632,09,Uttar Pradesh,STATE,141,Gautam Buddha Nagar,1282,1648115,327090,890214,757901,1541114719,297896.6711,506840,122.6559982
369,5036,369,633,09,Uttar Pradesh,STATE,132,Saharanpur,3689,3466382,597656,1834106,1632276,4996988033,418988.8069,303297,58.24700165
370,3123,370,634,09,Uttar Pradesh,STATE,161,Etawah,2311,1581810,277527,845856,735954,3007997198,327481.9226,896309,86.69190216
371,5279,371,635,09,Uttar Pradesh,STATE,146,Agra,4041,4418797,710566,2364953,2053844,5103216622,797837.4359,782664,95.44280243
372,4415,372,636,33,Tamil Nadu,STATE,617,Cuddalore,3703,2605914,635578,1311697,1294217,3867819554,495388.3645,3867283,28.50250053
373,1372,373,284,03,Punjab,STATE,#N/A,Pathankot,0,0,0,0,0,1402668814,257665.7934,161786,36.87590027
374,3589,374,285,03,Punjab,STATE,035,Gurdaspur,3551,2298323,443666,1212617,1085706,3641868981,364455.4905,176672,54.46419907
375,2975,375,286,03,Punjab,STATE,047,Mansa,2198,769751,149630,408732,361019,2953229488,366459.6132,322232,54.48130035
376,3639,376,287,03,Punjab,STATE,049,Amritsar,2683,2490656,488898,1318408,1172248,3725630970,427109.5542,184823,50.75600052
377,1877,377,398,13,Nagaland,STATE,270,Kohima,1463,267988,54391,138966,129022,1793505925,243504.0695,1224920,32.68370056
378,1955,378,399,13,Nagaland,STATE,264,Wokha,1628,166343,31891,84505,81838,1871728861,268803.5508,1040001,38.83190155
379,2097,379,400,13,Nagaland,STATE,263,Zunheboto,1255,140757,27835,71217,69540,2007937574,360924.8684,1129677,36.94400024
380,1427,380,401,13,Nagaland,STATE,269,Kiphire,1130,74004,14771,37830,36174,1418137973,239016.8998,1222142,33.9070015
381,1976,381,288,03,Punjab,STATE,045,Faridkot,1458,617508,120893,326671,290837,1985643386,243098.4552,264798,56.56439972
382,5011,382,289,03,Punjab,STATE,041,Ludhiana,3578,3498739,716826,1867816,1630923,5030901992,428173.1907,249318,70.77249908
383,4553,383,290,03,Punjab,STATE,046,Bathinda,3353,1388525,273902,743197,645328,4523527903,463054.5093,285748,53.32870102
384,3549,384,291,03,Punjab,STATE,037,Jalandhar,2624,2193590,461635,1145211,1048379,3569404203,467320.9025,210624,63.30289841
385,3037,385,292,03,Punjab,STATE,042,Moga,2242,995746,193256,525920,469826,3042739567,316425.8286,243956,56.86339951
386,4608,386,293,03,Punjab,STATE,038,Hoshiarpur,3386,1586625,336994,809057,777568,4671283500,471169.3765,183133,44.54980087
387,1069,387,402,13,Nagaland,STATE,265,Dimapur,927,378811,78605,197394,181417,1018061436,237095.533,1233381,38.60400009
388,2305,388,403,13,Nagaland,STATE,271,Peren,1651,95219,18475,49714,45505,2207943420,263294.6355,1330997,38.51879883
389,5376,389,404,12,Arunachal Pradesh,STATE,259,Lohit,5212,145726,30005,76221,69505,5238221330,414993.8749,560823,19.36249924
390,10615,390,405,12,Arunachal Pradesh,STATE,250,West Siang,8325,112274,21231,58168,54106,10373631371,665948.576,450813,13.77690029
391,8251,391,406,12,Arunachal Pradesh,STATE,249,Upper Subansiri,7032,83448,15869,41758,41690,8072346244,531516.3019,497930,15.02270031
392,6365,392,407,12,Arunachal Pradesh,STATE,253,Changlang,4662,148226,29521,76948,71278,6180791474,640123.6159,710685,20.4810009
393,2677,393,408,12,Arunachal Pradesh,STATE,254,Tirap,2362,111975,20611,57604,54371,2587179524,297685.5511,822944,33.34730148
394,3673,394,409,12,Arunachal Pradesh,STATE,255,Lower Subansiri,3508,83030,15249,41843,41187,3569950190,370736.0545,631788,22.47439957
395,8619,395,410,12,Arunachal Pradesh,STATE,247,East Kameng,4134,78690,14508,38775,39915,8386429310,593164.8132,633485,19.52319908
396,9211,396,411,12,Arunachal Pradesh,STATE,252,Upper Siang,6590,35320,7324,18699,16621,9063430780,577013.8561,412006,13.76860046
397,7870,397,412,12,Arunachal Pradesh,STATE,260,Anjaw,6190,21167,4612,11507,9660,7763707755,466323.8449,541298,15.68599987
398,4909,398,413,12,Arunachal Pradesh,STATE,251,East Siang,3603,99214,19107,50116,49098,4792652058,468029.691,519881,18.73550034
399,12566,399,414,12,Arunachal Pradesh,STATE,257,Dibang Valley,9129,8004,1952,4414,3590,12458987416,683308.661,400551,15.46790028
400,8662,400,415,12,Arunachal Pradesh,STATE,256,Kurung Kumey,6040,92076,15037,45318,46758,8446856744,500911.9828,555803,15.20330048
401,6606,401,416,12,Arunachal Pradesh,STATE,246,West Kameng,7422,83947,18159,46155,37792,6462840522,441911.2917,685786,18.13170052
402,4708,402,417,12,Arunachal Pradesh,STATE,258,Lower Dibang Valley,3900,54080,11600,28053,26027,4626779855,461674.1731,522841,16.35090065
403,2984,403,418,12,Arunachal Pradesh,STATE,245,Tawang,2172,49977,10062,29151,20826,2958593649,323022.0292,660516,17.17469978
404,4489,404,419,12,Arunachal Pradesh,STATE,248,Papum Pare,3462,176573,35730,89182,87391,4345045737,469894.2984,714787,21.96019936
405,2557,405,420,18,Assam,STATE,302,Goalpara,1824,1008183,198454,513292,494891,2452587550,362987.213,1149751,24.69039917
406,3123,406,421,18,Assam,STATE,324,Baksa,2457,950075,191701,481330,468745,3010093413,391792.1298,948219,26.80360031
407,5145,407,422,18,Assam,STATE,305,Nagaon,3973,2823768,559340,1439112,1384656,4945620772,780853.6278,992220,39.76779938
408,5556,408,637,33,Tamil Nadu,STATE,621,Pudukkottai,4644,1618345,387679,803188,815157,4862622618,600291.3855,3938367,28.74609947
