FID,Join_Count,TARGET_FID,objectid,statecode,statename,state_ut,distcode,distname,distarea,totalpopul,totalhh,totpopmale,totpopfema,st_areasha,st_lengths,pointid,grid_code
0,5391,0,1,05,Uttarakhand,STATE,066,Nainital,4251,954605,191383,493666,460939,5322546065,506182.696,384202,64.35939789
1,4175,1,2,05,Uttarakhand,STATE,060,Dehradun,3088,1696694,347001,892199,804495,4177235502,578188.6816,251916,43.8708992
2,4171,2,3,05,Uttarakhand,STATE,064,Almora,3144,622506,140577,291081,331425,4140751141,463454.2258,346453,43.89199829
3,2323,3,4,05,Uttarakhand,STATE,065,Champawat,1766,259648,53953,131125,128523,2294297184,314508.0106,393694,52.83879852
4,10785,4,5,05,Uttarakhand,STATE,056,Uttarkashi,8016,330086,67602,168597,161489,10851662987,786425.589,221043,22.75839996
5,7114,5,6,05,Uttarakhand,STATE,061,Garhwal,5329,687271,161778,326829,360442,7059351932,481276.4404,317604,47.06919861
6,3093,6,7,05,Uttarakhand,STATE,068,Hardwar,2360,1890422,338104,1005295,885127,3073415497,335407.0048,319189,75.95960236
7,2620,7,8,05,Uttarakhand,STATE,058,Rudraprayag,1984,242285,53542,114589,127696,2616931451,284252.2365,266722,31.42650032
8,5297,8,9,05,Uttarakhand,STATE,059,Tehri Garhwal,3642,618931,132714,297986,320945,5288144934,636391.9214,261199,30.98819923
9,3053,9,10,05,Uttarakhand,STATE,063,Bageshwar,2241,259898,58046,124326,135572,3040127187,363633.0404,311857,31.19029999
10,9551,10,11,05,Uttarakhand,STATE,062,Pithoragarh,7090,483439,114730,239306,244133,9526095144,722224.4072,266850,20.85820007
11,10634,11,12,05,Uttarakhand,STATE,057,Chamoli,8030,391605,88964,193991,197614,10635391810,604805.9337,246747,26.15880013
12,3412,12,13,05,Uttarakhand,STATE,067,Udham Singh Nagar,2542,1648902,308581,858783,790119,3341594516,656833.424,410008,68.19419861
13,8994,13,14,02,Himachal Pradesh,STATE,023,Chamba,6522,519080,102460,261320,257760,9185591684,629217.851,112403,24.68910027
14,7029,14,15,02,Himachal Pradesh,STATE,033,Shimla,5131,814010,184362,425039,388971,7083558226,621576.6695,204773,29.21080017
15,1593,15,16,02,Himachal Pradesh,STATE,030,Bilaspur,1167,381956,80485,192764,189192,1607588687,256604.2174,211771,49.19039917
16,7840,16,17,02,Himachal Pradesh,STATE,024,Kangra,5739,1510075,338887,750591,759484,7979085247,617681.6755,164842,23.28019905
17,19047,17,18,02,Himachal Pradesh,STATE,025,Lahul & Spiti,13841,31564,6674,16588,14976,19492308299,1047643.044,108772,23.59869957
18,2114,18,19,02,Himachal Pradesh,STATE,029,Una,1540,521173,110332,263692,257481,2129811006,254331.6305,195548,46.1894989
19,2637,19,20,02,Himachal Pradesh,STATE,031,Solan,1936,580320,122425,308754,271566,2648305390,338067.6326,226044,39.64599991
20,3841,20,21,02,Himachal Pradesh,STATE,032,Sirmaur,2825,529855,98208,276289,253566,3844045545,402405.0592,250049,38.56340027
21,8770,21,22,02,Himachal Pradesh,STATE,034,Kinnaur,6401,84121,19976,46249,37872,8962850808,564893.9842,183930,19.15730095
22,5422,22,23,02,Himachal Pradesh,STATE,027,Mandi,3950,999777,219145,498065,501712,5471953521,365784.1522,183705,33.48160172
23,7570,23,24,02,Himachal Pradesh,STATE,026,Kullu,5503,437903,94807,225452,212451,7668474793,460006.0525,167530,22.58270073
24,5829,24,114,23,Madhya Pradesh,STATE,420,Bhind,4459,1703005,299233,926843,776162,5599560037,647870.9563,960304,87.02500153
25,4394,25,115,23,Madhya Pradesh,STATE,464,Jhabua,3600,1025048,194157,515023,510025,4109222044,357207.7935,2091996,35.25970078
26,10920,26,116,23,Madhya Pradesh,STATE,456,Seoni,8758,1379131,314767,695879,683252,10151109397,773009.5996,2182461,37.1169014
27,9506,27,117,23,Madhya Pradesh,STATE,466,Khandwa (East Nimar),7352,1310061,266655,674329,635732,8815835623,654182.4539,2335828,49.76200104
28,5827,28,118,23,Madhya Pradesh,STATE,431,Umaria,4076,644758,145024,330674,314084,5463697368,502430.2581,1819606,36.34339905
29,1536,29,25,02,Himachal Pradesh,STATE,028,Hamirpur,1118,454768,105519,217070,237698,1555925772,206144.015,194125,34.10889816
30,3848,30,27,01,Jammu & Kashmir,STATE,014,Anantnag,3574,1078692,153640,559767,518925,3984677613,406722.877,41398,48.02590179
31,2749,31,28,01,Jammu & Kashmir,STATE,008,Baramula,4243,1008039,152635,534733,473306,2862769251,341439.8381,32200,53.04460144
32,1677,32,29,01,Jammu & Kashmir,STATE,015,Kulgam,410,424483,73728,217620,206863,1733604877,314935.7933,70798,51.52280045
33,631,33,30,01,Jammu & Kashmir,STATE,013,Shupiyan,312,266215,44411,136480,129735,656072456.2,184121.2697,71937,51.2867012
34,2916,34,31,01,Jammu & Kashmir,STATE,020,Reasi,1719,314667,56689,166461,148206,2999405912,364442.9202,92345,43.36289978
35,3445,35,32,01,Jammu & Kashmir,STATE,006,Rajouri,2630,642415,130401,345351,297064,3584822783,345780.8562,89508,42.9408989
36,2882,36,33,01,Jammu & Kashmir,STATE,021,Jammu,2342,1529958,314199,813821,716137,2976049708,506794.8377,124746,43.42419815
37,720,37,35,01,Jammu & Kashmir,STATE,010,Srinagar,1979,1236829,191678,651124,585705,749360920.7,176791.125,45553,55.64569855
38,2774,38,36,01,Jammu & Kashmir,STATE,005,Punch,1674,476835,90261,251899,224936,2877241713,324570.4892,60353,49.24950027
39,3977,39,37,01,Jammu & Kashmir,STATE,001,Kupwara,2379,870354,113929,474190,396164,4181579916,342158.0028,8367,50.46110153
40,1148,40,38,01,Jammu & Kashmir,STATE,022,Samba,904,318898,65385,169124,149774,1176454840,247984.5002,142277,45.38750076
41,4211,41,39,01,Jammu & Kashmir,STATE,009,Bandipore,345,392232,58392,207680,184552,4400529879,449556.2863,8394,56.82279968
42,3758,42,40,01,Jammu & Kashmir,STATE,007,Kathua,2502,616435,119583,326109,290326,3837460425,345297.2349,135152,35.81600189
43,11060,43,42,01,Jammu & Kashmir,STATE,018,Kishtwar,1644,230696,45209,120165,110531,11422604763,629349.1051,43246,39.00960159
44,5296,44,43,24,Gujarat,STATE,472,Sabar Kantha,7394,2428589,481414,1244231,1184358,4992212111,603103.1197,1697585,49.37369919
45,13645,45,44,24,Gujarat,STATE,469,Banas Kantha,10743,3120506,560411,1610379,1510127,12877587783,876542.2415,1637127,53.11000061
46,11653,46,45,24,Gujarat,STATE,475,Surendranagar,10423,1756268,343213,909917,846351,10875599675,938543.3859,1999680,39.2179985
47,3549,47,46,24,Gujarat,STATE,482,Anand,3204,2092745,427605,1087224,1005521,3304571210,374182.6015,2243643,33.02099991
48,3538,48,47,24,Gujarat,STATE,487,Narmada,2817,590297,122174,301086,289211,3280261720,397204.7224,2433123,32.20149994
49,9202,49,48,24,Gujarat,STATE,480,Amreli,7397,1514190,294837,771049,743141,8531643156,699638.1509,2442412,34.83330154
50,4620,50,49,24,Gujarat,STATE,485,Dohad,3642,2127086,334272,1068651,1058435,4305609583,400927.9487,2063307,37.04050064
51,3281,51,50,01,Jammu & Kashmir,STATE,016,Doda,8912,409936,79636,213641,196295,3369587739,310667.3078,99206,40.68249893
52,1162,52,51,01,Jammu & Kashmir,STATE,012,Pulwama,1086,560440,86241,293064,267376,1205227252,213364.3681,53233,59.2867012
53,5235,53,52,24,Gujarat,STATE,486,Vadodara,7546,4165626,877106,2153736,2011890,4881354285,529369.6208,2222680,31.65780067
54,4160,54,53,24,Gujarat,STATE,#N/A,Aravali,0,0,0,0,0,3897128995,432209.4626,1878893,40.82960129
55,5916,55,119,23,Madhya Pradesh,STATE,421,Gwalior,4560,2032036,383845,1090327,941709,5674374173,443022.4767,1112997,77.66470337
56,9366,56,120,23,Madhya Pradesh,STATE,428,Damoh,7306,1264219,297608,661873,602346,8814364412,709754.9685,1712388,38.44340134
57,10299,57,121,23,Madhya Pradesh,STATE,438,Dhar,8153,2185793,425914,1112725,1073068,9597649325,662943.3577,2126021,39.3810997
58,6405,58,122,23,Madhya Pradesh,STATE,450,Katni,4950,1292042,289551,662013,630029,6023024702,706709.8051,1808688,36.42240143
59,5817,59,123,23,Madhya Pradesh,STATE,462,Sidhi,4851,1127033,238448,575912,551121,5491510813,539637.5192,1663799,55.58470154
60,4194,60,124,23,Madhya Pradesh,STATE,465,Alirajpur,3182,728999,123800,362542,366457,3897409601,482364.3128,2269293,34.46009827
61,7650,61,125,23,Madhya Pradesh,STATE,463,Singrauli,5675,1178273,243925,613637,564636,7217482413,525537.4575,1640684,58.19499969
62,3527,62,126,23,Madhya Pradesh,STATE,444,Bhopal,2772,2371061,501805,1236130,1134931,3303064984,421380.6106,1884814,54.44029999
63,1425,63,54,01,Jammu & Kashmir,STATE,017,Ramban,1329,283713,55490,149132,134581,1465390593,208471.4135,87364,47.67110062
64,2043,64,55,01,Jammu & Kashmir,STATE,011,Ganderbal,259,297446,45361,158720,138726,2123602737,320506.9207,26747,47.24399948
65,3283,65,56,01,Jammu & Kashmir,STATE,019,Udhampur,2637,554985,99240,296784,258201,3357027366,312968.7978,114113,45.57540131
66,1593,66,57,01,Jammu & Kashmir,STATE,002,Badgam,1361,753745,103363,398041,355704,1644017438,216708.604,53187,54.78829956
67,7907,67,127,23,Madhya Pradesh,STATE,442,Rajgarh,6153,1545814,345297,790212,755602,7436722309,512153.0883,1757904,53.81990051
68,9239,68,128,23,Madhya Pradesh,STATE,454,Mandla,5800,1054905,250146,525272,529633,8617188038,761759.1354,2116220,32.26079941
69,7896,69,129,23,Madhya Pradesh,STATE,436,Shajapur,6195,1512681,300025,780520,732161,7422000132,792386.1994,1745405,51.42169952
70,13578,70,130,23,Madhya Pradesh,STATE,423,Shivpuri,10066,1726050,359969,919795,806255,12928462557,867222.6145,1262369,64.9076004
71,3261,71,131,23,Madhya Pradesh,STATE,422,Datia,2902,786754,160215,420157,366597,3116409855,439049.4288,1133738,67.32160187
72,7415,72,132,23,Madhya Pradesh,STATE,460,Shahdol,6205,1066063,251452,540021,526042,6965367919,646420.916,1761009,39.40859985
73,9320,73,133,23,Madhya Pradesh,STATE,443,Vidisha,7371,1458875,299676,769568,689307,8771245424,750085.3169,1738219,51.27519989
74,21524,74,134,28,Andhra Pradesh,STATE,549,Prakasam,17626,3397448,860463,1714764,1682684,19236048875,817755.6319,3486121,28.92250061
75,10538,75,135,28,Andhra Pradesh,STATE,547,Krishna,8727,4517398,1243293,2267375,2250023,9453886345,841186.8111,3379174,30.92519951
76,3984,76,176,19,West Bengal,STATE,338,Hugli,3149,5519145,1287423,2814653,2704492,3723796524,480214.2336,2098863,62.88079834
77,3040,77,604,09,Uttar Pradesh,STATE,178,Ambedkar Nagar,2350,2397888,368728,1212410,1185478,2923350660,376224.9733,1007961,88.01360321
78,3910,78,605,09,Uttar Pradesh,STATE,193,Ballia,2981,3239774,480268,1672902,1566872,3732105808,447736.355,1166432,75.55500031
79,3777,79,606,09,Uttar Pradesh,STATE,164,Kanpur Nagar,3155,4581268,863338,2459806,2121462,3628023020,464145.4579,910719,87.37539673
80,1306,80,607,09,Uttar Pradesh,STATE,198,Sant Ravidas Nagar (Bhadohi),1015,1578213,222403,807099,771114,1239416017,281661.524,1387500,93.60600281
81,114,81,58,25,Daman & Diu,UNION TERRITORY,495,Daman,72,191173,50376,124659,66514,106107944.3,56903.63349,2818814,25.20400047
82,59,82,59,25,Daman & Diu,UNION TERRITORY,494,Diu,39,52074,10580,25642,26432,56507329.98,41039.18254,2763134,36.83169937
83,8442,83,60,24,Gujarat,STATE,481,Bhavnagar,10034,2880365,538605,1490201,1390164,7849935787,477822.6572,2418485,31.40740013
84,8969,84,61,24,Gujarat,STATE,474,Ahmadabad,8107,7214225,1510134,3788051,3426174,8571705758,972834.2482,2007654,39.21829987
85,4371,85,62,24,Gujarat,STATE,#N/A,Chhota Udaipur,0,0,0,0,0,4063059413,500846.1781,2290235,32.79380035
86,3300,86,63,24,Gujarat,STATE,#N/A,Batod,0,0,0,0,0,3077604116,411917.8786,2337679,35.96350098
87,9629,87,64,24,Gujarat,STATE,476,Rajkot,11198,3804558,786586,1974445,1830113,8928361193,893326.4894,2280481,36.55810165
88,54028,88,65,24,Gujarat,STATE,468,Kachchh,45674,2092371,445672,1096737,995634,51032477296,2151822.872,1643943,50.31110001
89,21600,89,143,28,Andhra Pradesh,STATE,552,Kurnool,17658,4053463,887652,2039227,2014236,19278395626,880841.2844,3502964,29.02739906
90,14039,90,144,28,Andhra Pradesh,STATE,548,Guntur,11391,4887813,1296609,2440521,2447292,12580731723,760084.2142,3420371,29.97089958
91,7593,91,145,28,Andhra Pradesh,STATE,543,Vizianagaram,6539,2344474,587149,1161477,1182997,6882047325,775372.7835,3069207,31.09490013
92,23261,92,146,28,Andhra Pradesh,STATE,553,Anantapur,19130,4081148,968160,2064495,2016653,20675559464,1354530.923,3595483,29.55660057
93,9606,93,147,28,Andhra Pradesh,STATE,546,West Godavari,7742,3936966,1091525,1964918,1972048,8643184909,570979.3827,3332625,30.20120049
94,18118,94,148,28,Andhra Pradesh,STATE,551,Kadapa(YSR),15359,2882469,706204,1451777,1430692,16110164090,779629.1042,3595638,27.13579941
95,3543,95,149,32,Kerala,STATE,589,Kannur,2961,2523003,554298,1181446,1341557,3124549829,347990.1793,3837813,18.8227005
96,3148,96,150,32,Kerala,STATE,599,Pathanamthitta,2652,1197412,322684,561716,635696,2740941112,397630.9529,3996549,19.76119995
97,1641,97,151,32,Kerala,STATE,598,Alappuzha,1415,2127789,535958,1013142,1114647,1481035085,296301.4183,3980598,21.08609962
98,3624,98,152,32,Kerala,STATE,595,Ernakulam,3063,3282388,814011,1619557,1662831,3190755338,413640.7573,3962551,22.7241993
99,2959,99,153,32,Kerala,STATE,600,Kollam,2483,2635375,669375,1246968,1388407,2584904410,352800.7415,4008533,18.18980026
100,2407,100,154,32,Kerala,STATE,588,Kasaragod,1989,1307375,273410,628613,678762,2117463455,332247.869,3799060,19.99530029
101,5173,101,155,32,Kerala,STATE,596,Idukki,4356,1108974,279812,552808,556166,4515379702,560565.2116,3959506,20.05470085
102,2155,102,66,24,Gujarat,STATE,489,The Dangs,1766,228291,44699,113821,114470,1983747936,220035.2625,2705142,29.78800011
103,5596,103,67,24,Gujarat,STATE,471,Mahesana,4401,2035064,424479,1056520,978544,5249340838,613938.7332,1818614,44.37639999
104,7111,104,68,24,Gujarat,STATE,470,Patan,5792,1343734,267633,694397,649337,6702785851,811003.2358,1802232,46.15650177
105,6659,105,69,24,Gujarat,STATE,488,Bharuch,6509,1551019,333483,805707,745312,6197482668,618713.6503,2391750,34.09090042
106,4713,106,70,24,Gujarat,STATE,#N/A,Gir Somnath,0,0,0,0,0,4345632151,392234.7344,2641043,35.00170135
107,6351,107,71,24,Gujarat,STATE,479,Junagadh,8831,2743082,527326,1404356,1338726,5863971426,568597.2393,2543952,35.38890076
108,5395,108,72,24,Gujarat,STATE,#N/A,Devbhumi Dwarka,0,0,0,0,0,5046145839,699465.2387,2301540,33.64419937
109,2731,109,73,24,Gujarat,STATE,490,Navsari,2246,1329672,295131,678165,651507,2528231982,320109.8813,2691848,35.020401
110,5447,110,74,24,Gujarat,STATE,492,Surat,4549,6081322,1333200,3402224,2679098,5029467407,542938.3796,2572612,34.99340057
111,8030,111,75,24,Gujarat,STATE,477,Jamnagar,14184,2160119,430941,1114192,1045927,7477013734,866036.7745,2188729,38.56650162
112,4023,112,76,24,Gujarat,STATE,493,Tapi,3139,807022,177091,402188,404834,3714847922,566188.5373,2572761,34.3105011
113,4299,113,77,24,Gujarat,STATE,483,Kheda,3953,2299885,466856,1185727,1114158,4018519082,454811.4028,2102273,34.60960007
114,12593,114,78,23,Madhya Pradesh,STATE,447,Betul,10043,1575362,329832,799236,776126,11687486714,774434.1736,2338463,46.02209854
115,8452,115,79,23,Madhya Pradesh,STATE,449,Hoshangabad,6703,1241350,257199,648725,592625,7877390575,630268.9522,2172394,42.92900085
116,8304,116,80,23,Madhya Pradesh,STATE,445,Sehore,6578,1311332,257311,683743,627589,7772165955,962127.4661,1954947,55.61999893
117,6469,117,81,23,Madhya Pradesh,STATE,451,Jabalpur,5211,2463289,539060,1277278,1186011,6055609986,644530.4268,1974009,32.89170074
118,6503,118,82,23,Madhya Pradesh,STATE,452,Narsimhapur,5133,1091854,250286,568810,523044,6076781540,625468.0972,2089882,38.02310181
119,9033,119,83,23,Madhya Pradesh,STATE,426,Panna,7135,1016520,228709,533480,483040,8527192961,842493.3422,1534549,45.53620148
120,7813,120,84,23,Madhya Pradesh,STATE,435,Ujjain,6091,1986864,391438,1016289,970575,7326567348,800471.0294,1927843,40.65579987
121,8141,121,85,23,Madhya Pradesh,STATE,430,Rewa,6314,2365106,526065,1225100,1140006,7714752360,717160.8813,1500095,62.95270157
122,7175,122,86,23,Madhya Pradesh,STATE,453,Dindori,7470,704524,169630,351913,352611,6702253224,637947.5251,2053668,31.83060074
123,11719,123,87,23,Madhya Pradesh,STATE,457,Balaghat,9229,1701698,391836,842178,859520,10883231000,722534.3712,2338778,32.46340179
124,6785,124,88,23,Madhya Pradesh,STATE,441,Barwani,5427,1385881,243277,699340,686541,6292701983,530854.5278,2416440,39.04150009
125,2856,125,89,24,Gujarat,STATE,478,Porbandar,2316,585449,124556,300209,285240,2670394843,431624.8874,2461158,36.48040009
126,3662,126,90,24,Gujarat,STATE,491,Valsad,3008,1705678,364403,887222,818456,3361346293,483008.4199,2763169,33.34740067
127,2703,127,91,24,Gujarat,STATE,473,Gandhinagar,2140,1391753,289990,723864,667889,2526771756,437589.3364,1989132,41.7723999
128,3178,128,92,24,Gujarat,STATE,#N/A,Mahisagar,0,0,0,0,0,2974571915,364967.9081,2023815,37.47869873
129,6113,129,93,24,Gujarat,STATE,#N/A,Morbi,0,0,0,0,0,5717063886,541314.9269,2102032,35.72169876
130,4193,130,94,24,Gujarat,STATE,484,Panch Mahals,5231,2390776,446611,1226961,1163815,3921607052,438197.5678,2133633,34.5970993
131,2828,131,156,32,Kerala,STATE,591,Kozhikode,2345,3086293,697710,1470942,1615351,2482265396,295424.8529,3873055,17.57850075
132,2580,132,157,32,Kerala,STATE,597,Kottayam,2206,1974551,487296,968289,1006262,2278027263,308270.5525,3982005,19.8913002
133,3616,133,158,32,Kerala,STATE,594,Thrissur,3027,3121200,759210,1480763,1640437,3166888474,396474.1709,3935080,19.9272995
134,5371,134,159,32,Kerala,STATE,593,Palakkad,4482,2809934,637220,1359478,1450456,4694732049,541432.8085,3908403,22.39299965
135,2631,135,160,32,Kerala,STATE,601,Thiruvananthapuram,2189,3301427,837877,1581678,1719749,2286962739,274078.6304,4016641,22.72130013
136,4223,136,161,32,Kerala,STATE,592,Malappuram,3554,4112920,793999,1960328,2152592,3711173826,404979.7133,3891263,19.38059998
137,2425,137,162,32,Kerala,STATE,590,Wayanad,2130,817420,190894,401684,415736,2126951333,267344.4806,3861653,17.20840073
138,33,138,163,31,Lakshadweep,UNION TERRITORY,587,Lakshadweep,30,64473,11574,33123,31350,220671404.6,281788.694,3880637,21.6298008
139,5609,139,164,11,Sikkim,STATE,241,North District,4226,43709,8873,24730,18979,5473101683,362363.4438,599897,13.65320015
140,672,140,224,10,Bihar,STATE,228,Sheikhpura,689,636342,100701,329743,306599,637133818.6,197691.4812,1478910,66.12999725
141,1100,141,225,10,Bihar,STATE,239,Jehanabad,931,1125313,181740,585582,539731,1035047769,238453.404,1462326,70.44709778
142,2068,142,226,10,Bihar,STATE,214,Saharsa,1687,1900661,368979,997174,903487,1972952037,315882.9678,1212733,46.6330986
143,602,143,95,26,Dadra & Nagar Haveli,UNION TERRITORY,496,Dadra & Nagar Haveli,491,343709,76458,193760,149949,555788889.9,203537.6931,2840615,22.58690071
144,6081,144,96,23,Madhya Pradesh,STATE,459,Ashoknagar,4674,845071,172680,443837,401234,5747290556,458536.1959,1555743,48.04370117
145,10789,145,97,23,Madhya Pradesh,STATE,446,Raisen,8466,1331597,278895,700358,631239,10096691577,871000.0763,1933571,41.46229935
146,14870,146,98,23,Madhya Pradesh,STATE,455,Chhindwara,11815,2090922,443361,1064468,1026454,13820460557,891405.8256,2223377,37.14429855
147,4269,147,99,10,Bihar,STATE,230,Patna,3202,5838465,975578,3078512,2759953,4078704349,642350.5773,1318933,73.9835968
148,9685,148,100,23,Madhya Pradesh,STATE,429,Satna,7502,2228935,478741,1157495,1071440,9167822886,1019199.73,1500008,53.67160034
149,11265,149,101,23,Madhya Pradesh,STATE,425,Chhatarpur,8687,1762375,356297,936121,826254,10662305701,1034484.71,1425904,50.89490128
150,4926,150,102,23,Madhya Pradesh,STATE,439,Indore,3898,3276697,649540,1699627,1577070,4588947131,572234.6455,2146739,42.83929825
151,6179,151,103,23,Madhya Pradesh,STATE,434,Ratlam,4861,1455069,296683,738241,716828,5804216182,581747.845,1876418,43.39849854
152,4242,152,104,23,Madhya Pradesh,STATE,448,Harda,3334,570465,113379,294838,275627,3941686915,341720.7814,2288274,52.38550186
153,13090,153,105,23,Madhya Pradesh,STATE,427,Sagar,10252,2378458,517850,1256257,1122201,12332719438,1114332.431,1709889,43.47800064
154,5568,154,106,23,Madhya Pradesh,STATE,432,Neemuch,4256,826067,179746,422653,403414,5272492270,693349.5878,1541106,56.64390182
155,6430,155,107,23,Madhya Pradesh,STATE,424,Tikamgarh,5048,1445166,296116,760355,684811,6110820094,861395.5416,1381603,47.82559967
156,8153,156,108,23,Madhya Pradesh,STATE,458,Guna,6390,1241519,244401,649362,592157,7713155438,718044.8937,1522119,53.87450027
157,8883,157,109,23,Madhya Pradesh,STATE,437,Dewas,7020,1563715,308871,805359,758356,8279216674,946746.025,2068753,46.75360107
158,7067,158,110,23,Madhya Pradesh,STATE,433,Mandsaur,5535,1340411,286808,682851,657560,6670109739,621152.5421,1623638,54.27550125
159,10075,159,111,23,Madhya Pradesh,STATE,440,Khargone (West Nimar),8025,1873046,367988,953121,919925,9346560472,743315.9875,2299915,49.18299866
160,8654,160,112,23,Madhya Pradesh,STATE,418,Sheopur,6606,687861,146043,361784,326077,8270931915,631139.87,1159833,65.80319977
161,6613,161,113,23,Madhya Pradesh,STATE,419,Morena,4989,1965970,362646,1068417,897553,6339513413,720458.9146,937139,95.21859741
162,3832,162,136,23,Madhya Pradesh,STATE,467,Burhanpur,3427,757847,146341,388504,369343,3539685571,329089.1863,2568742,45.7016983
163,4924,163,137,23,Madhya Pradesh,STATE,461,Anuppur,3747,749237,170715,379114,370123,4610043126,577836.5215,2035432,27.69309998
164,13020,164,138,28,Andhra Pradesh,STATE,545,East Godavari,10807,5154296,1428528,2569688,2584608,11736192608,756221.6685,3255213,26.24860001
165,13933,165,139,28,Andhra Pradesh,STATE,544,Visakhapatnam,11161,4290589,1097042,2138910,2151679,12609819365,932007.9533,3170269,27.05699921
166,15685,166,140,28,Andhra Pradesh,STATE,550,Sri Potti Sriramulu Nellore,13076,2963557,776854,1492974,1470583,14190329200,673903.2991,3606009,27.15019989
167,18245,167,141,28,Andhra Pradesh,STATE,554,Chittoor,15152,4174064,1039953,2090204,2083860,16143325588,1192411.745,3696214,25.01980019
168,7291,168,142,28,Andhra Pradesh,STATE,542,Srikakulam,5837,2703114,681330,1341738,1361376,6613921925,614746.3983,3066443,32.90409851
169,1236,169,165,11,Sikkim,STATE,244,East District,954,283583,61567,151432,132151,1197867882,161342.3127,776306,17.4769001
170,4858,170,166,19,West Bengal,STATE,336,Nadia,3927,5167600,1232282,2653768,2513832,4560951490,654318.461,1817798,52.54370117
171,2814,171,167,19,West Bengal,STATE,331,Dakshin Dinajpur,2219,1676276,396406,857199,819077,2678070408,373250.7012,1366295,35.72589874
172,920,172,168,11,Sikkim,STATE,243,South District,750,146850,30543,76670,70180,888817105.5,178866.3423,746084,13.67169952
173,6843,173,170,19,West Bengal,STATE,333,Murshidabad,5324,7103807,1570759,3627564,3476243,6674228574,593179.5582,1597045,47.7682991
174,8929,174,171,19,West Bengal,STATE,335,Barddhaman,7024,7717563,1730927,3966889,3750674,8374486029,760690.9083,1888700,61.9178009
175,8828,175,172,19,West Bengal,STATE,339,Bankura,6882,3596674,766902,1838095,1758579,8253627282,506382.9304,1969485,75.66729736
176,7928,176,173,19,West Bengal,STATE,340,Puruliya,6259,2930115,567824,1496996,1433119,7429992742,598316.985,1948050,70.02449799
177,4257,177,174,19,West Bengal,STATE,329,Koch Bihar,3387,2819086,665720,1451542,1367544,4100063956,709979.7477,1044975,36.35369873
178,11818,178,175,19,West Bengal,STATE,344,Paschim Medinipur,9368,5913457,1301610,3007885,2905572,11002635523,744269.5316,2183389,50.6493988
179,1626,179,169,11,Sikkim,STATE,242,West District,1166,136435,28023,70238,66197,1569626674,210308.1302,723495,12.88029957
180,115,180,177,19,West Bengal,STATE,342,Kolkata,185,4496694,1024928,2356766,2139928,107633470.5,54980.09004,2273306,71.74389648
181,4593,181,178,19,West Bengal,STATE,332,Maldah,3733,3988845,846991,2051541,1937304,4365471022,498717.5078,1385434,38.75550079
182,10437,182,179,19,West Bengal,STATE,343,South Twenty Four Parganas,9960,8161961,1781221,4173778,3988183,12627114840,1286543.381,2277977,58.645401
183,4152,183,180,19,West Bengal,STATE,327,Darjiling,3149,1846823,391234,937259,909564,4024427034,465133.1796,836947,19.73089981
184,8087,184,181,19,West Bengal,STATE,328,Jalpaiguri,6227,3872846,868326,1983064,1889782,7797624021,636228.3977,901838,28.45540047
185,4039,185,182,19,West Bengal,STATE,330,Uttar Dinajpur,3140,3007134,605674,1551066,1456068,3872541674,650605.894,1058971,29.88369942
186,5138,186,183,19,West Bengal,STATE,345,Purba Medinipur,4713,5095875,1114170,2629834,2466041,4906493060,397630.3761,2306073,50.8144989
187,1822,187,184,19,West Bengal,STATE,341,Haora,1467,4850029,1061336,2500819,2349210,1705041807,270072.3091,2231490,56.47829819
188,4970,188,185,19,West Bengal,STATE,337,North Twenty Four Parganas,4094,10009781,2348683,5119389,4890392,4649541668,570004.6913,2091076,57.62239838
189,5809,189,186,19,West Bengal,STATE,334,Birbhum,4545,3502404,817899,1790920,1711484,5471174756,638008.638,1673764,49.54359818
190,2490,190,187,20,Jharkhand,STATE,363,Jamtara,1811,791042,155275,404830,386212,2353757567,339735.1918,1790448,82.33319855
191,3345,191,188,20,Jharkhand,STATE,369,Saraikela-Kharsawan,2657,1065056,221232,544411,520645,3130680938,377694.6176,2122091,63.78730011
192,4723,192,189,20,Jharkhand,STATE,367,Simdega,3774,599578,118288,300309,299269,4393976906,391751.4127,2226398,42.37590027
193,5227,193,190,20,Jharkhand,STATE,359,Latehar,4291,726978,133381,369666,357312,4924517267,490782.2898,1847357,53.3742981
194,3327,194,191,20,Jharkhand,STATE,365,Khunti,2535,531885,103700,266335,265550,3103776308,396310.8242,2082863,56.42060089
195,9113,195,192,20,Jharkhand,STATE,368,Pashchimi Singhbhum,7224,1502338,302046,749385,752953,8480646644,548333.5832,2202636,52.00830078
196,5255,196,193,20,Jharkhand,STATE,360,Hazaribagh,3555,1734495,304749,890881,843614,4949726827,625573.8644,1696712,69.31490326
197,4871,197,194,20,Jharkhand,STATE,347,Chatra,3718,1042886,182271,533935,508951,4593570338,470172.1967,1689662,65.29910278
198,4507,198,195,20,Jharkhand,STATE,357,Purbi Singhbhum,3562,2293919,476931,1176902,1117017,4206601641,443108.278,2163287,61.51240158
199,2297,199,196,20,Jharkhand,STATE,348,Kodarma,2540,716259,116155,367222,349037,2169719352,350430.47,1606175,66.18789673
200,6576,200,197,20,Jharkhand,STATE,349,Giridih,4962,2445474,396521,1258098,1187376,6211758725,466452.408,1620218,65.03079987
201,3665,201,198,20,Jharkhand,STATE,355,Bokaro,2883,2062330,394918,1072807,989523,3444587579,423289.6254,1861181,67.56680298
