FID,Join_Count,TARGET_FID,objectid,statecode,statename,state_ut,distcode,distname,distarea,totalpopul,totalhh,totpopmale,totpopfema,st_areasha,st_lengths,pointid,grid_code
440,5989,440,645,33,Tamil Nadu,STATE,631,Krishnagiri,5129,1879809,448053,960232,919577,5285175625,608700.7701,3791205,39.74810028
441,6864,441,646,33,Tamil Nadu,STATE,610,Erode,5760,2251744,658071,1129868,1121876,6028380940,601695.7175,3862994,26.98259926
442,5587,442,647,33,Tamil Nadu,STATE,632,Coimbatore,4732,3458045,958035,1729297,1728748,4897218566,514045.6804,3898487,22.75029945
443,2500,443,648,36,Telangana,STATE,T29,Warangal (R),0,718537,187525,360315,358222,2262046569,261896.7724,3215971,33.46210098
444,1743,444,372,15,Mizoram,STATE,285,Serchhip,1421,64937,12622,32851,32086,1634124155,274201.9888,1996521,14.05840015
445,4111,445,373,15,Mizoram,STATE,283,Aizawl,3576,400309,82524,199270,201039,3853192170,461022.2109,1722892,19.03549957
446,516,446,376,27,Maharashtra,STATE,518,Mumbai Suburban,446,9356962,2105604,5031323,4325639,475541676,115457.6661,3047606,67.30970001
447,12435,447,377,27,Maharashtra,STATE,505,Nagpur,9892,4653570,1041544,2384975,2268595,11470050071,634850.059,2531404,42.11529922
448,2076,448,378,30,Goa,STATE,585,North Goa,1736,818008,191766,416677,401331,1856382171,292924.5455,3542227,31.97979927
449,2341,449,379,30,Goa,STATE,586,South Goa,1966,640537,151845,322463,318074,2084646584,339471.8087,3571719,24.67970085
450,4035,450,380,35,Andaman & Nicobar Islands,UNION TERRITORY,639,North  & Middle Andaman,3736,105597,26199,54861,50736,3582827838,1665121.344,3726729,20.90250015
451,2851,451,381,35,Andaman & Nicobar Islands,UNION TERRITORY,640,South Andaman,2672,238142,59064,127283,110859,2521308761,1206604.24,3839651,22.85470009
452,1943,452,382,35,Andaman & Nicobar Islands,UNION TERRITORY,638,Nicobars,1841,36842,9288,20727,16115,1674713335,902199.7665,4005802,21.01959991
453,8063,453,466,21,Orissa,STATE,384,Anugul,6375,1273821,297050,655718,618103,7425561329,620634.4186,2545716,42.00749969
454,90,454,383,34,Pondicherry,UNION TERRITORY,637,Karaikal,157,200222,49705,97809,102413,83675912.67,65543.27751,3922388,22.53619957
455,467,455,384,34,Pondicherry,UNION TERRITORY,635,Puducherry,294,950289,231513,468258,482031,402637826.5,385359.5605,3855052,32.61999893
456,12,456,385,34,Pondicherry,UNION TERRITORY,636,Mahe,9,41816,7420,19143,22673,9324883.123,26339.0994,3876326,19.12059975
457,5903,457,386,14,Manipur,STATE,279,Ukhrul,4544,183998,35694,94718,89280,5638900085,408952.4706,1336663,30.74570084
458,554,458,387,14,Manipur,STATE,275,Bishnupur,496,237399,46580,118782,118617,526751714.4,181096.2164,1634588,22.0720005
459,6186,459,388,14,Manipur,STATE,274,Churachandpur,4570,274143,49089,138820,135323,5887943021,488742.3679,1639159,21.96879959
460,824,460,389,14,Manipur,STATE,276,Thoubal,514,422168,85965,210845,211323,779985738.9,288348.4097,1629988,22.10580063
461,690,461,390,14,Manipur,STATE,278,Imphal East,709,456113,92124,226094,230019,638282449.8,876291.8462,1535724,24.98870087
462,4585,462,391,14,Manipur,STATE,272,Senapati,3271,479148,83411,247323,231825,4371698484,1215027.249,1361373,30.63430023
463,647,463,392,14,Manipur,STATE,277,Imphal West,519,517992,111156,255054,262938,613844622.3,279700.6361,1535713,24.93549919
464,2794,464,393,13,Nagaland,STATE,261,Mon,1786,250260,41978,131753,118507,2723026163,359269.8536,895072,35.05250168
465,2856,465,394,13,Nagaland,STATE,267,Tuensang,2536,196596,36742,101933,94663,2811596023,343202.8213,1071044,35.0890007
466,2115,466,395,13,Nagaland,STATE,262,Mokokchung,1615,194622,42690,101092,93530,2033162111,341413.4251,970054,36.3370018
467,664,467,396,13,Nagaland,STATE,268,Longleng,562,50484,11985,26502,23982,639564230.6,215266.2008,953796,35.15000153
468,2422,468,397,13,Nagaland,STATE,266,Phek,2026,163418,36639,83743,79675,2337357791,336312.8722,1280849,32.44309998
469,1365,469,423,18,Assam,STATE,323,Nalbari,1052,771639,155248,396006,375633,1316656740,226947.3029,1034066,41.95349884
470,3257,470,424,18,Assam,STATE,301,Dhubri,2176,1949258,414674,997848,951410,3117717868,630657.9902,1084879,32.68040085
471,3371,471,425,18,Assam,STATE,311,Sivasagar,2668,1151050,248367,589216,561834,3254926544,355788.2232,830106,34.59740067
472,2374,472,426,18,Assam,STATE,317,Karimganj,1809,1228686,247714,625864,602822,2243827152,276709.5581,1580636,26.63059998
473,5137,473,427,18,Assam,STATE,309,Tinsukia,3790,1327929,268598,680231,647698,4980570483,468075.57,633855,28.27400017
474,10434,474,468,21,Orissa,STATE,398,Koraput,8807,1379647,337677,678809,700838,9491313938,796515.7286,3057484,33.62810135
475,1652,475,428,18,Assam,STATE,318,Hailakandi,1327,659296,143350,337890,321406,1566069789,277424.3753,1592417,27.20619965
476,6698,476,471,21,Orissa,STATE,397,Nabarangapur,5291,1220946,273423,604812,616134,6112597604,564895.7382,2891666,42.25139999
477,7252,477,472,21,Orissa,STATE,370,Bargarh,5837,1481255,370308,749161,732094,6694992044,597731.5811,2527366,41.53359985
478,2074,478,429,18,Assam,STATE,320,Chirang,1923,482162,97395,244860,237302,1990785578,248430.2426,933181,27.11759949
479,4887,479,430,18,Assam,STATE,316,Cachar,3786,1736617,379955,886284,850333,4630951374,463649.6537,1516269,24.99110031
480,2140,480,431,18,Assam,STATE,325,Darrang,1585,928500,187783,475273,453227,2056511865,331694.7748,1003270,36.8526001
481,3811,481,432,18,Assam,STATE,321,Kamrup,3105,1517542,311114,778461,739081,3655926964,479538.4446,1034071,40.44540024
482,4390,482,433,18,Assam,STATE,310,Dibrugarh,3381,1326335,276867,676434,649901,4255521463,457126.1963,712761,30.91760063
483,3055,483,434,18,Assam,STATE,303,Barpeta,2282,1693622,337929,867004,826618,2935772220,385946.4278,1005941,28.10180092
484,8188,484,494,21,Orissa,STATE,393,Balangir,6575,1648997,414749,830097,818900,7536454195,561865.6429,2693096,44.12419891
485,3467,485,435,18,Assam,STATE,308,Dhemaji,3237,686133,129869,351249,334884,3368903875,441089.7931,658817,29.39760017
486,6883,486,436,18,Assam,STATE,306,Sonitpur,5204,1924110,392919,983904,940206,6638163785,502290.7998,889993,32.32220078
487,2695,487,437,18,Assam,STATE,326,Udalguri,2012,831668,168717,421617,410051,2583470324,366096.9129,918643,33.77529907
488,7795,488,522,08,Rajasthan,STATE,103,Jhunjhunun,5928,2137045,384197,1095896,1041149,7605624106,558108.928,527448,64.12619781
489,50358,489,523,08,Rajasthan,STATE,114,Jaisalmer,38401,669919,117171,361708,308211,48729551747,1292279.437,619532,60.56499863
490,10117,490,524,08,Rajasthan,STATE,111,Sikar,7732,2677333,444816,1374990,1302343,9822843207,755961.9742,585633,66.99089813
491,13340,491,525,08,Rajasthan,STATE,100,Hanumangarh,9656,1774692,336192,931184,843508,13158732807,948343.1803,348485,52.73410034
492,23155,492,526,08,Rajasthan,STATE,112,Nagaur,17718,3307743,578809,1696325,1611418,22384609326,1006379.858,697799,72.91940308
493,36806,493,527,08,Rajasthan,STATE,115,Barmer,28387,2603751,451629,1369022,1234729,35187328899,1145148.022,1054296,64.74089813
494,14247,494,528,08,Rajasthan,STATE,099,Ganganagar,10978,1969168,387511,1043340,925828,14079787610,834802.3888,323728,51.92850113
495,29878,495,529,08,Rajasthan,STATE,113,Jodhpur,22850,3687165,649013,1923928,1763237,28788119411,1119998.739,722211,67.83889771
496,18524,496,530,08,Rajasthan,STATE,102,Churu,13835,2039547,348984,1051446,988101,18128342202,1040924.857,453648,56.94520187
497,39850,497,531,08,Rajasthan,STATE,101,Bikaner,30239,2363937,384944,1240801,1123136,38898653811,1208560.916,446696,58.51039886
498,5501,498,532,08,Rajasthan,STATE,131,Pratapgarh,4449,867848,178726,437744,430104,5177607212,462696.8708,1690765,55.52980042
499,1959,499,438,18,Assam,STATE,304,Morigaon,1551,957423,184602,486651,470772,1880268669,238414.0407,1065090,49.10169983
500,13501,500,439,18,Assam,STATE,314,Karbi Anglong,10434,956313,177646,490167,466146,12929304597,1115820.771,1028701,38.62170029
501,3749,501,440,18,Assam,STATE,307,Lakhimpur,2277,1042137,204307,529674,512463,3623693650,391852.8583,753277,27.45630074
502,4153,502,441,18,Assam,STATE,313,Golaghat,3502,1066888,227197,543161,523727,3992530447,516263.6218,964420,38.12820053
503,6337,503,442,18,Assam,STATE,315,Dima Hasao,4888,214102,42252,110802,103300,6033356726,498512.4688,1291799,36.85620117
504,15996,504,539,08,Rajasthan,STATE,118,Pali,12387,2037573,418157,1025422,1012151,15281874041,930367.2203,1071559,84.66870117
505,6078,505,540,08,Rajasthan,STATE,123,Rajsamand,4655,1156597,243078,581339,575258,5772473040,637572.1228,1225550,83.29319763
506,11019,506,541,08,Rajasthan,STATE,119,Ajmer,8481,2583052,494832,1324085,1258967,10577979332,851024.6663,905319,82.1588974
507,6674,507,542,08,Rajasthan,STATE,105,Bharatpur,5066,2548462,425414,1355726,1192736,6444217633,745847.5931,668033,91.96099854
508,4823,508,543,08,Rajasthan,STATE,124,Dungarpur,3770,1388552,282029,696532,692020,4537129820,386684.1686,1843367,46.37900162
509,9763,509,544,08,Rajasthan,STATE,126,Chittaurgarh,7822,1544338,329119,783171,761167,9261237759,994701.1183,1491199,68.43740082
510,15431,510,545,08,Rajasthan,STATE,130,Udaipur,11724,3068420,623531,1566801,1501619,14569642484,805476.7783,1521667,62.01760101
511,13840,511,546,08,Rajasthan,STATE,116,Jalor,10640,1828730,326134,936634,892096,13150197425,784622.0297,1295140,70.57089996
512,4640,512,547,08,Rajasthan,STATE,109,Dausa,3432,1634409,292502,857787,776622,4476334145,514720.217,831173,79.36250305
513,6621,513,548,08,Rajasthan,STATE,117,Sirohi,5136,1036346,201785,534231,502115,6272421843,471897.2251,1469140,63.71709824
514,1424,514,443,18,Assam,STATE,319,Bongaigaon,1093,738804,150018,375818,362986,1371721447,262616.2316,1042368,26.71699905
515,2231,515,444,17,Meghalaya,STATE,#N/A,West Jaintia Hills,0,0,0,0,0,2125956769,317578.4091,1316860,27.82320023
516,5072,516,550,33,Tamil Nadu,STATE,622,Sivaganga,4233,1339101,338938,668672,670429,4421230955,618999.9955,3956936,26.37579918
517,4093,517,551,33,Tamil Nadu,STATE,620,Thanjavur,3411,2405890,605363,1182416,1223474,3572124858,625939.6456,3912178,24.40740013
518,7378,518,552,33,Tamil Nadu,STATE,606,Tiruvannamalai,6188,2464875,588836,1235889,1228986,6506177485,672131.8611,3792759,33.72880173
519,1468,519,445,18,Assam,STATE,322,Kamrup Metropolitan,955,1253938,293112,647585,606353,1406194304,308338.2982,1146988,40.45830154
520,4793,520,553,33,Tamil Nadu,STATE,626,Ramanathapuram,4104,1353445,323905,682658,670787,4200834784,685519.9997,3978831,24.53879929
521,7861,521,554,33,Tamil Nadu,STATE,628,Tirunelveli,6693,3077233,815528,1520912,1556321,6847003231,552431.8965,3999120,20.41010094
522,5062,522,555,33,Tamil Nadu,STATE,625,Virudhunagar,4241,1942288,537748,967709,974579,4421179293,524410.6467,3985234,23.05330086
523,4032,523,446,18,Assam,STATE,300,Kokrajhar,3296,887142,181081,452905,434237,3871967367,395427.9456,928285,27.51670074
524,4116,524,447,18,Assam,STATE,312,Jorhat,2851,1092256,236262,556805,535451,3962273264,459000.4597,834921,34.72489929
525,1334,525,448,16,Tripura,STATE,#N/A,Khowai,0,0,0,0,0,1255241144,218538.4253,1777429,32.93909836
526,1362,526,449,16,Tripura,STATE,#N/A,Sipahijula,0,0,0,0,0,1278180624,266445.077,1921343,36.07389832
527,2280,527,462,17,Meghalaya,STATE,294,East Garo Hills,2603,317917,58328,161223,156694,2175286632,252018.5389,1277621,21.31579971
528,1360,528,463,17,Meghalaya,STATE,#N/A,North Garo Hills,0,0,0,0,0,1300450520,299263.8353,1227306,24.10750008
529,2937,529,464,21,Orissa,STATE,392,Subarnapur,2337,610183,151136,311312,298871,2707607260,340496.6342,2668112,41.13990021
530,4380,530,465,21,Orissa,STATE,387,Puri,3479,1698730,367269,865380,833350,4053773736,508116.3471,2875594,40.95080185
531,3765,531,467,21,Orissa,STATE,373,Debagarh,2940,312520,75452,158230,154290,3481347761,404179.4764,2527496,22.63400078
532,759,532,469,17,Meghalaya,STATE,#N/A,South West Garo Hills,0,0,0,0,0,720305484.2,144900.447,1369060,25.37080002
533,2675,533,470,17,Meghalaya,STATE,#N/A,East Jaintia Hills,0,0,0,0,0,2546376786,277079.3359,1394084,23.30859947
534,2144,534,473,21,Orissa,STATE,380,Jagatsinghapur,1668,1136971,261307,577865,559106,1983425534,246622.0377,2833767,41.90390015
535,10055,535,474,21,Orissa,STATE,390,Kandhamal,8021,733110,172022,359945,373165,9222335121,648721.5599,2774858,38.91529846
536,3495,536,475,21,Orissa,STATE,386,Khordha,2813,2251673,494212,1167137,1084536,3211831520,608308.9764,2827044,41.99729919
537,13152,537,476,21,Orissa,STATE,376,Mayurbhanj,10418,2519738,586253,1256213,1263525,12193372372,771108.269,2291678,59.50370026
538,7155,538,477,21,Orissa,STATE,399,Malkangiri,5791,613192,137599,303624,309568,6487323198,505649.2046,3138355,28.87730026
539,4595,539,478,21,Orissa,STATE,377,Baleshwar,3806,2320529,533001,1185787,1134742,4257354664,525463.6183,2463225,43.92670059
540,8213,540,479,21,Orissa,STATE,372,Sambalpur,6624,1041099,249597,526877,514222,7580276229,650863.9016,2402922,41.93349838
541,5032,541,480,21,Orissa,STATE,389,Gajapati,4325,577817,128523,282882,294935,4588033312,475324.3072,2983349,32.9654007
542,5476,542,481,21,Orissa,STATE,383,Dhenkanal,4452,1192811,279364,612593,580218,5045804443,431577.3959,2666342,46.51890182
543,4923,543,482,21,Orissa,STATE,385,Nayagarh,3890,962789,228315,502636,460153,4505631875,443261.189,2796860,38.45059967
544,4660,544,483,21,Orissa,STATE,381,Cuttack,3932,2624470,579170,1352760,1271710,4288202754,621668.7646,2775052,44.57640076
545,3697,545,484,21,Orissa,STATE,382,Jajapur,2899,1827192,407851,926034,901158,3396764222,438507.1861,2670323,45.81769943
546,9810,546,485,21,Orissa,STATE,395,Kalahandi,7920,1576869,401251,787101,789768,8975505984,640124.5923,2821760,40.68799973
547,3889,547,486,21,Orissa,STATE,391,Baudh,3098,441162,106961,221625,219537,3576222049,424551.8601,2730528,39.02859879
548,3053,548,487,21,Orissa,STATE,379,Kendrapara,2644,1440361,321934,717814,722547,2802746789,405034.6225,2752487,39.45220184
549,10413,549,488,21,Orissa,STATE,375,Kendujhar,8303,1801733,405272,906487,895246,9637344913,673264.1799,2410349,42.63150024
550,10419,550,489,21,Orissa,STATE,388,Ganjam,8206,3529031,758267,1779218,1749813,9524027073,675028.5262,2857121,37.36249924
551,12240,551,490,21,Orissa,STATE,374,Sundargarh,9712,2093437,479109,1061147,1032290,11373292012,827414.0883,2303241,38.55860138
552,3073,552,491,21,Orissa,STATE,378,Bhadrak,2505,1506337,306333,760260,746077,2835669171,365174.2468,2652732,44.72230148
553,4818,553,492,21,Orissa,STATE,394,Nuapada,3852,610382,152210,301962,308420,4418703419,429313.5155,2687299,48.68069839
554,9127,554,493,21,Orissa,STATE,396,Rayagada,7073,967911,226144,471960,495951,8319279787,760130.203,2918198,37.22890091
555,2651,555,495,21,Orissa,STATE,371,Jharsuguda,2114,579505,136061,296690,282815,2462336882,364254.7013,2443947,40.24430084
556,3282,556,496,22,Chhatisgarh,STATE,#N/A,Bemetra,0,0,0,0,0,3045960297,359109.7476,2450731,43.58560181
557,6440,557,497,22,Chhatisgarh,STATE,414,Bastar,10470,1413199,311538,698487,714712,5856644458,472221.7884,2998287,37.00930023
558,2685,558,556,33,Tamil Nadu,STATE,619,Thiruvarur,2274,1264277,327219,626693,637584,2372001464,437610.2864,3921886,23.77190018
559,4047,559,557,33,Tamil Nadu,STATE,602,Thiruvallur,3394,3728104,946949,1876062,1852042,3587749936,568880.3626,3736017,39.31880188
560,3207,560,498,22,Chhatisgarh,STATE,#N/A,Mungeli,0,0,0,0,0,2986616942,348937.8282,2267863,32.48949814
561,7875,561,499,22,Chhatisgarh,STATE,406,Bilaspur,8272,2663629,600822,1351574,1312055,7323597112,595963.7612,2132035,32.94540024
562,6066,562,500,22,Chhatisgarh,STATE,#N/A,Gariaband,0,0,0,0,0,5576807458,528346.0994,2683387,55.12030029
563,5321,563,501,22,Chhatisgarh,STATE,407,Kabeerdham,4235,822526,178446,412058,410468,4947403705,407434.5312,2302922,32.8973999
564,6958,564,502,22,Chhatisgarh,STATE,#N/A,Sukma,0,0,0,0,0,6304622554,546197.4128,3132736,29.09950066
565,8951,565,503,22,Chhatisgarh,STATE,413,Uttar Bastar Kanker,7161,748941,160937,373338,375603,8216854477,661368.5175,2801468,46.33300018
566,4966,566,504,22,Chhatisgarh,STATE,#N/A,Baloda Bazar,0,0,0,0,0,4611457175,466789.8404,2513498,49.92480087
567,4263,567,505,22,Chhatisgarh,STATE,#N/A,Balod,0,0,0,0,0,3924389880,395595.2876,2690935,49.06869888
568,5350,568,558,33,Tamil Nadu,STATE,614,Tiruchirappalli,4509,2722290,698404,1352284,1370006,4702329326,726000.0114,3898654,26.9708004
569,6159,569,559,33,Tamil Nadu,STATE,633,Tiruppur,5187,2479052,712210,1246159,1232893,5403421222,642711.9104,3902045,24.41489983
570,4387,570,560,33,Tamil Nadu,STATE,623,Madurai,3710,3038252,794887,1526475,1511777,3836741578,497581.6334,3962777,25.81030083
571,3447,571,561,33,Tamil Nadu,STATE,613,Karur,2904,1064493,287095,528184,536309,3022442875,442978.4995,3917350,27.49309921
572,5542,572,562,33,Tamil Nadu,STATE,630,Dharmapuri,4497,1506843,375873,774303,732540,4881948347,501499.7381,3818825,32.24039841
573,4069,573,563,33,Tamil Nadu,STATE,609,Namakkal,3420,1726601,475511,869280,857321,3568253584,394456.2917,3887270,29.03120041
574,3109,574,564,09,Uttar Pradesh,STATE,135,Moradabad,3718,4772006,796170,2503186,2268820,3052695302,384174.1419,418349,74.34609985
575,3265,575,565,09,Uttar Pradesh,STATE,#N/A,Sambhal,0,0,0,0,0,3193960940,388169.2604,477638,99.61530304
576,5604,576,566,09,Uttar Pradesh,STATE,149,Budaun,5168,3681896,615776,1967759,1714137,5462034220,444458.8806,533483,98.29109955
577,2663,577,567,09,Uttar Pradesh,STATE,202,Kanshiram Nagar,1955,1436719,237903,764165,672554,2585278437,326533.5201,618570,98.97969818
578,6441,578,568,09,Uttar Pradesh,STATE,180,Bahraich,5237,3487731,603754,1843884,1643847,6250830061,616139.2033,546773,71.56700134
579,1420,579,569,09,Uttar Pradesh,STATE,#N/A,Hapur,0,0,0,0,0,1389678556,248223.3011,472701,92.75309753
580,7593,580,570,09,Uttar Pradesh,STATE,154,Sitapur,5743,4483992,801764,2375264,2108728,7375809831,566828.2043,648455,80.61669922
581,1787,581,571,09,Uttar Pradesh,STATE,#N/A,Samli,0,0,0,0,0,1769381671,230389.0654,375401,74.48799896
582,3540,582,506,22,Chhatisgarh,STATE,416,Dakshin Bastar Dantewada,8298,533638,120850,264142,269496,3214061802,407481.9544,3055906,33.74509811
583,6200,583,507,22,Chhatisgarh,STATE,401,Surguja,15732,2359886,526049,1193129,1166757,5787707220,518190.8778,2087836,36.83819962
584,9786,584,508,22,Chhatisgarh,STATE,#N/A,Balrampur,0,0,0,0,0,9188185833,845736.4612,1817153,46.23059845
585,6413,585,509,22,Chhatisgarh,STATE,#N/A,Kondagaon,0,0,0,0,0,5872827416,482913.8338,2875081,43.99879837
586,2563,586,572,09,Uttar Pradesh,STATE,181,Shrawasti,1640,1117361,188289,593897,523464,2494064806,299797.9159,640889,68.08450317
587,4751,587,510,22,Chhatisgarh,STATE,415,Narayanpur,4653,139820,27982,70104,69716,4335819155,458402.1306,2922817,41.84669876
588,2851,588,511,22,Chhatisgarh,STATE,409,Durg,8535,3343872,701707,1682101,1661771,2630705891,332844.1114,2581967,44.45050049
589,4009,589,512,22,Chhatisgarh,STATE,#N/A,Surajpur,0,0,0,0,0,3761433603,462943.7013,1909841,45.3105011
590,11282,590,513,22,Chhatisgarh,STATE,417,Bijapur,8530,255230,54757,128663,126567,10258489340,653942.0779,3025022,35.42380142
591,4405,591,585,09,Uttar Pradesh,STATE,145,Mathura,3340,2547184,423125,1367125,1180059,4289546440,383155.9684,634773,94.35790253
592,3239,592,586,09,Uttar Pradesh,STATE,201,Etah,2431,1774480,290683,947339,827141,3141878981,480878.0771,678727,100.8649979
593,7885,593,587,09,Uttar Pradesh,STATE,155,Hardoi,5986,4092845,730442,2191442,1901403,7638443380,578336.4863,678912,91.70159912
594,4255,594,588,09,Uttar Pradesh,STATE,182,Balrampur,3349,2148665,323881,1114721,1033944,4126801741,419679.6488,664503,55.81169891
595,2337,595,589,09,Uttar Pradesh,STATE,144,Mahamaya Nagar,1840,1564708,260860,836127,728581,2259934436,337136.4894,668184,99.48439789
596,5908,596,590,09,Uttar Pradesh,STATE,152,Shahjahanpur,4388,3006538,527501,1606403,1400135,5760245896,583046.5692,554128,81.70339966
597,2866,597,591,09,Uttar Pradesh,STATE,159,Farrukhabad,2181,1885204,314144,1006240,878964,2780189976,312742.263,696132,96.4509964
598,2717,598,592,09,Uttar Pradesh,STATE,160,Kannauj,2093,1656616,280928,881776,774840,2628291496,308680.2127,833894,93.08879852
599,5017,599,593,09,Uttar Pradesh,STATE,151,Pilibhit,3686,2031007,362573,1072002,959005,4906835718,549467.54,470530,74.55539703
600,3456,600,594,09,Uttar Pradesh,STATE,148,Mainpuri,2760,1868529,313690,993377,875152,3342909915,303429.2088,763889,99.73139954
601,3032,601,595,09,Uttar Pradesh,STATE,137,Jyotiba Phule Nagar,2249,1840221,314401,963449,876772,2978614656,323160.5597,442894,98.61489868
602,3616,602,514,22,Chhatisgarh,STATE,410,Raipur,12383,4063872,871225,2048186,2015686,3327677530,291216.4669,2558631,55.57030106
603,8415,603,515,22,Chhatisgarh,STATE,400,Koriya,6604,658917,153274,334737,324180,7899438966,569217.8338,1874432,35.35710144
604,5049,604,516,22,Chhatisgarh,STATE,412,Dhamtari,4084,799781,170951,397897,401884,4644724671,427136.1042,2702350,57.56499863
605,8342,605,517,22,Chhatisgarh,STATE,404,Korba,6598,1206640,280073,612915,593725,7777005387,486544.0421,2167855,32.1493988
606,8844,606,518,22,Chhatisgarh,STATE,403,Raigarh,7086,1493984,367962,750278,743706,8212544207,691846.3518,2228572,35.71179962
607,7348,607,519,22,Chhatisgarh,STATE,402,Jashpur,5838,851669,192570,424747,426922,6861192589,503175.2535,2093078,39.18099976
608,5835,608,520,22,Chhatisgarh,STATE,411,Mahasamund,4790,1032754,248561,511967,520787,5378795724,508190.3641,2578011,47.10469818
609,10092,609,521,22,Chhatisgarh,STATE,408,Rajnandgaon,8070,1537133,318488,762855,774278,9296589855,741785.3991,2501899,40.14500046
610,5711,610,533,22,Chhatisgarh,STATE,405,Janjgir-Champa,3853,1619707,364532,815717,803990,5285399416,405992.1933,2380709,40.07640076
611,13528,611,534,08,Rajasthan,STATE,122,Bhilwara,10455,2408523,498125,1220736,1187787,12902845677,777121.4675,1245257,81.17389679
612,9416,612,535,08,Rajasthan,STATE,120,Tonk,7194,1421326,266870,728136,693190,9029421949,710641.8587,1035113,74.97290039
613,7513,613,536,08,Rajasthan,STATE,121,Bundi,5776,1110906,220768,577160,533746,7166785904,509537.6199,1270508,70.6867981
614,14796,614,537,08,Rajasthan,STATE,110,Jaipur,11143,6626178,1177096,3468507,3157671,14271614699,863356.1037,659680,72.6384964
615,6810,615,538,08,Rajasthan,STATE,127,Kota,5217,1951014,396501,1021161,929853,6459591109,657062.4714,1284462,67.06639862
616,2342,616,549,33,Tamil Nadu,STATE,616,Ariyalur,1940,754894,197090,374703,380191,2056503320,250238.2277,3898251,25.21380043
617,3392,617,573,33,Tamil Nadu,STATE,624,Theni,2868,1245899,338112,625683,620216,2958349353,324399.5558,3966597,21.09589958
618,6246,618,574,33,Tamil Nadu,STATE,608,Salem,5237,3482056,915967,1781571,1700485,5488418543,650048.4761,3861906,28.2432003
619,3139,619,596,09,Uttar Pradesh,STATE,147,Firozabad,2407,2498156,414266,1332046,1166110,3043456982,371931.0551,752358,95.29380035
620,3203,620,597,09,Uttar Pradesh,STATE,179,Sultanpur,4436,3797117,623523,1914586,1882531,3070385890,410804.0706,1055554,90.89880371
621,4013,621,598,09,Uttar Pradesh,STATE,171,Chitrakoot,3216,991730,168232,527721,464009,3814588887,565137.4573,1384601,66.6780014
622,3578,622,599,09,Uttar Pradesh,STATE,185,Basti,2688,2464464,382212,1255272,1209192,3451639085,349819.0716,863238,77.43599701
623,4379,623,600,09,Uttar Pradesh,STATE,188,Gorakhpur,3321,4440895,692960,2277777,2163118,4226372629,525158.9628,858483,73.29689789
624,3315,624,601,09,Uttar Pradesh,STATE,157,Lucknow,2528,4589838,860703,2394476,2195362,3201368958,372497.7374,853403,94.57250214
625,5670,625,602,09,Uttar Pradesh,STATE,191,Azamgarh,4054,4613913,665232,2285004,2328909,5437156004,503746.6707,1087039,98.40529633
626,3491,626,603,09,Uttar Pradesh,STATE,177,Faizabad,2341,2470996,423375,1259628,1211368,3357455343,381786.844,937553,85.20140076
627,2065,627,575,33,Tamil Nadu,STATE,615,Perambalur,1756,565223,149243,282157,283066,1811316277,264816.4097,3892095,26.8913002
628,7223,628,576,33,Tamil Nadu,STATE,612,Dindigul,6036,2159775,560773,1080938,1078837,6314005727,590246.2252,3932333,26.57819939
629,3490,629,577,09,Uttar Pradesh,STATE,138,Meerut,2559,3443689,579110,1825743,1617946,3436343216,321461.1562,421101,112.0279999
630,4642,630,578,09,Uttar Pradesh,STATE,143,Aligarh,3650,3673889,611371,1951996,1721893,4518476247,469817.3843,591003,95.5868988
631,5014,631,579,09,Uttar Pradesh,STATE,142,Bulandshahr,4512,3499171,587529,1845260,1653911,4913136550,365165.1293,497641,103.7269974
632,5866,632,580,09,Uttar Pradesh,STATE,134,Bijnor,4561,3682713,633197,1921215,1761498,5790143453,419063.8006,365366,69.54859924
633,1794,633,581,09,Uttar Pradesh,STATE,139,Baghpat,1321,1303048,209916,700070,602978,1768560772,230844.6319,416263,89.43569946
634,10186,634,582,09,Uttar Pradesh,STATE,153,Kheri,7680,4021243,745077,2123187,1898056,9934773819,743443.1275,499206,72.34760284
635,3310,635,583,09,Uttar Pradesh,STATE,136,Rampur,2367,2335819,393736,1223889,1111930,3258497463,386680.2709,431360,71.10189819
636,5062,636,584,09,Uttar Pradesh,STATE,150,Bareilly,4120,4448359,756784,2357665,2090694,4959199530,437229.0977,468115,74.56099701
637,2334,637,610,09,Uttar Pradesh,STATE,174,Kaushambi,1779,1599596,277851,838485,761111,2221674204,281242.0616,1296169,75.39350128
638,5852,638,611,09,Uttar Pradesh,STATE,165,Jalaun,4565,1689974,288338,906092,783882,5611960782,515158.8056,1077891,72.18299866
639,2618,639,613,09,Uttar Pradesh,STATE,162,Auraiya,2016,1379545,248197,740040,639505,2522289795,287155.7149,913040,91.60739899
640,4809,640,614,09,Uttar Pradesh,STATE,173,Pratapgarh,3717,3209141,533546,1606085,1603056,4603369888,535949.2531,1171952,85.83750153
641,5348,641,615,09,Uttar Pradesh,STATE,168,Hamirpur,4021,1104285,204863,593537,510748,5113468277,534371.5815,1177529,76.79450226
642,5280,642,616,09,Uttar Pradesh,STATE,183,Gonda,4003,3433919,541247,1787146,1646773,5110831791,479903.4312,771241,75.29660034
643,4168,643,617,09,Uttar Pradesh,STATE,163,Kanpur Dehat,3021,1796184,329817,963255,832929,3995519781,374281.3425,949931,87.49520111
